reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
59361,3.4.13.20,3.5.1,3.4.19;3.4.13;3.5.1;3.4.17,6.3.2.11;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.3.1,3.5.1,3.5.1
59361,3.4.13.20,3.5.1,3.4.19;3.4.13;3.5.1;3.4.17,6.3.2.11;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.3.1,3.5.1,3.5.1
59377,5.4.99.67,5.4.99,5.4.99;5.3.99;5.5.1;4.2.3,5.4.99.5;4.1.3.38;2.6.1.85|6.3.5.8;1.3.1.12;1.3.1.13|1.3.1.78;4.1.1.100;4.1.3.40;4.1.3.45,5.4.99;4.1.3,5.4.99;4.1.3;5.5.1;4.2.1;3.3.2,5.4.99,5.4.99
59381,1.3.1.121,1.3.1,2.3.1;3.7.1;2.3.2;1.2.1,1.3.1.12;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.1.1.170|1.1.1.418;1.11.1.1|1.14.12.17,1.3.1;1.1.1,1.3.1;1.14.12;1.4.1;2.3.1;1.14.13,1.3.1,1.3.1
59413,3.5.1.3,3.5.1,3.5.1;3.5.3;3.5.99;3.5.2,6.3.1.1|6.3.5.4,,3.5.1;3.5.4;4.3.1;3.5.99;3.5.5,3.5.1,3.5.1
59469,3.4.19.13,3.5.1,3.4.17;1.5.8;3.4.19;3.5.1,6.3.2.2,3.4.19,3.4.19;3.5.1;3.5.2;4.3.2;4.2.1,3.4.19,3.4.19
59485,1.20.2.1,1.7.2,1.9.6;1.20.9;1.7.6;1.15.1,1.20.4.3;1.20.4.1;1.20.4.4;1.20.99.1;1.20.9.1;1.20.4.2;6.3.5.11;6.3.5.9;6.3.5.10;1.15.1.1,,1.20.9;1.20.99;1.20.4;1.16.3;1.12.2,1.20.4,1.20.4
59501,3.6.1.52,3.6.1,3.1.3;3.1.4;3.1.7;3.6.1,3.6.1.52;6.3.2.31;6.3.1.2,3.6.1,3.6.1;2.7.9;3.1.7;3.6.5;3.6.4,3.6.1,3.6.1
59541,4.1.1.94,4.1.1,4.1.1;7.2.4;3.7.1;2.2.1,4.1.1.94;2.3.1.239;2.3.1.94;2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.156|2.3.1.74,4.1.1,4.1.1;5.4.99;2.8.3;2.3.1;2.2.1,4.1.1,4.1.1
59569,6.3.2.11,6.3.2,6.3.1;6.3.2;6.2.1;2.3.1,6.3.2.11;6.3.2.2,6.3.2,6.3.2;6.3.1;3.5.2;6.3.5;6.3.4,6.3.2,6.3.2
59573,3.4.13.20,3.5.1,3.4.19;3.4.13;3.5.1;3.4.17,6.3.2.11;6.3.2.26;2.3.1.33;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.2.1,3.5.1,3.5.1
59573,3.4.13.20,3.5.1,3.4.19;3.4.13;3.5.1;3.4.17,6.3.2.11;6.3.2.26;2.3.1.33;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.2.1,3.5.1,3.5.1
59577,3.4.13.20,3.5.1,3.5.1;3.4.19;3.4.13;3.4.17,6.3.2.11;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.3.1,3.5.1,3.5.1
59577,3.4.13.20,3.5.1,3.5.1;3.4.19;3.4.13;3.4.17,6.3.2.11;6.3.2.2,3.5.1,3.5.1;3.5.2;1.13.12;3.4.17;4.3.1,3.5.1,3.5.1
59585,6.3.2.11,6.3.2,4.4.1;2.1.1;1.12.98;2.8.4,6.3.2.11;6.3.2.7;6.3.2.2,6.3.2;2.7.1,6.3.2;6.3.1;3.5.2;4.3.2;6.3.3,6.3.2,6.3.2
59589,6.3.2.11,6.3.2,1.12.98;4.4.1;2.8.4;1.97.1,6.3.2.11;6.3.2.7;6.3.2.2,6.3.2;2.7.1,6.3.2;6.3.1;3.5.2;4.3.2;6.3.3,6.3.2,6.3.2
59593,6.3.2.11,6.3.2,2.3.3;1.12.7;1.8.4;1.97.1,6.3.2.11;6.3.2.2,6.3.2,6.3.2;6.3.1;3.5.2;4.3.2;4.1.1,6.3.2,6.3.2
59609,3.4.13.4,3.5.1,3.5.1;3.4.19;3.4.13;3.4.17,6.3.2.7;6.3.2.11;3.5.1.17;6.3.2.38;6.3.2.2,3.5.1,3.5.1;3.5.2;4.3.2;6.3.2;1.13.12,3.5.1,3.5.1
59613,3.4.13.4,3.5.1,3.5.1;3.4.19;3.4.13;3.4.17,6.3.2.11;6.3.2.7;6.3.2.2,3.5.1,3.5.1;3.5.2;4.3.2;6.3.2;1.13.12,3.5.1,3.5.1
59617,3.4.13.4,3.5.3,3.5.1;3.4.19;3.4.17;3.4.13,6.3.2.11;2.3.1.109;6.3.2.7;6.3.2.2,3.5.1,3.5.2;4.3.2;3.5.1;6.3.2;3.4.17,3.5.1,6.3.2
59621,3.4.13.4,3.5.1,3.5.1;3.4.19;3.4.13;3.5.3,6.3.2.7;6.3.2.11;3.5.1.17;6.3.2.38;6.3.2.13;6.3.2.39;6.3.2.34,3.5.1,3.5.1;3.5.2;4.3.2;1.13.12;6.3.2,3.5.1,3.5.1
59625,3.4.13.4,3.5.1,3.5.1;3.4.19;3.4.13;3.4.17,6.3.2.7;6.3.2.11;6.3.2.13;6.3.2.2,3.5.1,3.5.1;3.5.2;4.3.2;2.6.1;1.13.12,3.5.1,3.5.1
59629,3.4.13.4,3.5.3,3.5.1;3.4.19;3.4.13;3.4.17,2.3.1.109;6.3.2.11;6.3.2.7;6.3.2.13,3.5.1,3.5.2;4.3.2;3.5.1;6.3.2;3.4.17,3.5.1,6.3.2
59757,2.1.1.381,2.1.1,2.1.1;2.5.1;4.4.1;2.7.7,2.1.1.334;2.1.1.111;2.1.1.328;2.1.1.344;2.1.1.243;2.1.1.15;2.1.1.17;2.1.1.2;2.1.1.71;2.1.1.79;2.1.1.197;2.1.1.317;2.1.1|2.1.1.10,2.1.1,2.1.1;2.8.4;2.3.1;1.3.98;2.5.1,2.1.1,2.1.1
59761,2.4.1.81,2.4.1,2.7.8;2.8.2;2.4.3;2.3.3,2.4.1.81;2.4.1.170;2.4.1.234;2.4.1.116;2.4.1.-|2.4.1.286;2.4.1.218;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.220;2.4.1.249;2.4.1.85;2.4.1.238;2.4.1.202;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.323;2.4.1.219;2.4.1.-|2.4.1.330;2.4.1.324;2.4.1.90;2.4.1.203;2.4.1.215;2.4.1.14;2.4.1.15,2.4.1,2.4.1;2.4.2;2.7.1;2.7.8;3.2.1,2.4.1,2.4.1
59773,1.1.3.40,1.1.3,1.1.3;1.2.3;1.3.3;1.13.12,1.1.3.13;1.1.3.7;1.1.3.20;1.3.3.6;1.1.3.15;1.8.3.2;1.4.3.21,5.3.1,1.1.3;5.3.1;5.1.3;1.4.3;5.4.99,1.1.3,1.1.3
59777,1.1.3.40,1.1.3,1.1.3;1.2.3;1.13.12;1.13.99,1.1.3.41;1.1.3.20;1.1.3.7;1.1.3.13;1.1.3.15;1.3.3.6;1.8.3.2,,1.1.3;5.3.1;1.4.3;5.4.2;2.3.1,1.1.3,1.1.3
59817,2.3.1.26,2.3.1,2.3.1;2.3.2;2.3.3;3.1.2,2.3.1.26;2.3.1.93;2.3.1.23;2.3.1.43;2.3.1.62;2.3.1.51;2.3.1.20,2.3.1,2.3.1;3.1.2;6.2.1;2.4.1;1.2.1,2.3.1,2.3.1
59829,3.13.1.9,3.2.2,3.5.99;3.5.4;4.4.1;4.3.1,3.3.1.1;4.4.1.21,,2.3.1;2.1.1;4.2.1;3.1.2;2.5.1,4.4.1,2.3.1|3.2.2|3.3.1
59833,2.7.1.171,2.7.1,2.4.2;2.4.1;3.2.1;2.3.3,2.7.1.-|2.7.1.218;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.157,2.7.1,2.7.1;2.7.4;2.7.11;2.7.12;2.7.7,2.7.1,2.7.1
59857,2.1.1.252,2.1.1,2.1.1;4.4.1;4.2.3;1.21.98,1.6.6.9|1.7.2.3;1.14.13.239;1.14.13.148|1.14.13.8;2.1.1.-|2.1.1.157|2.1.1.161|2.1.1.162;2.1.1.103;4.3.99.4;1.21.4.4;2.1.1.337;2.1.1.5;2.1.1.44;2.1.1.237;1.1.1.1|1.1.1.244;1.14.13.25,,2.1.1;2.7.1;1.7.2;2.3.1;2.7.8,2.1.1,2.1.1
59957,4.8.1.5,4.4.1,3.12.1;1.8.2;1.8.99;1.97.1,3.1.6.1;3.5.5.1;3.5.5.7;1.8.5.6;4.2.1.84;1.14.14.5,,1.8.2;1.3.4;4.8.1;2.8.5;1.8.5,1.8.2,3.5.5
59977,4.1.1.119,4.1.1,4.1.1;3.7.1;7.2.4;2.2.1,4.1.1.83;4.1.1.88|4.1.1.89;4.1.1.4;2.5.1.116;1.1.1.38|1.1.1.40|4.1.1.112|4.1.1.3|4.1.1.32|4.1.2.52|4.1.3.16|4.1.3.17|4.1.3.39|4.4.1.1,4.1.1,4.1.1;1.2.3;1.17.98;3.1.1;1.13.11,4.1.1,4.1.1
59981,3.6.1.69,3.6.1,3.1.1;3.5.2;3.1.4;3.2.1,6.3.4.16|6.3.5.5;6.4.1.8;6.3.4.6;6.3.1.10,3.6.1,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,3.6.1,3.6.1
59985,3.5.1.133,3.5.1,3.4.19;3.4.13;3.10.1;3.4.17,3.5.1.82;3.5.1.15;3.5.1.83;2.3.1.68;3.5.1.17;3.5.1.14;3.5.1.114;3.5.1.81;3.5.1.97;3.7.1.5;3.5.1.11;6.3.2.41|6.3.2.42;3.1.1.28;6.3.2.12|6.3.2.17;6.3.2.31,3.5.1,3.5.1;3.5.2;4.3.2;3.4.17;2.3.1,3.5.1,3.5.1
59989,1.3.1.120,1.1.1,2.3.1;2.7.8;2.4.2;2.4.1,2.3.1.236;2.3.1.165;2.3.1.237;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.239;1.1.1.34,1.3.1,1.3.1;5.4.99;5.5.1;1.3.99;1.1.1,2.3.1,2.3.1
59993,1.3.8.15,1.3.8,1.5.8;1.17.8;2.7.14;1.3.8,1.14.14.15;1.14.19.56;1.14.14.9;1.3.8.2|1.3.8.o;1.14.14.11;1.14.14.20;1.14.14.27;1.5.1.37|1.5.1.45;1.5.1.30|1.5.1.45;1.14.14.3;1.14.19.49;1.14.14.5;1.14.14.28;1.17.8.1;1.14.14.13;1.1.98.3;1.14.14.30;1.14.14.7|1.14.19.9;1.14.19.58;1.14.19.59;1.14.19.60;1.14.99.46,1.14.14,1.3.8;1.14.14;4.3.1;1.5.8;1.5.1,1.14.14,1.14.14
59997,1.3.8.15,1.3.8,1.5.8;1.17.8;1.3.8;2.7.14,1.14.14.15;1.14.19.56;1.14.14.11;1.14.14.20;1.3.8.2|1.3.8.o;1.14.14.8;1.14.14.9;1.5.1.37|1.5.1.45;1.5.1.30|1.5.1.45;1.14.14.27;1.14.14.3;1.14.19.49;1.14.14.5;1.17.8.1;1.14.14.13;1.14.14.28;1.1.98.3;1.14.14.30;1.14.14.7|1.14.19.9;1.14.19.58;1.14.19.59;1.14.19.60;1.14.99.46,1.14.19;1.14.14,1.3.8;1.14.14;4.3.1;1.5.8;1.5.1,1.14.14,1.14.14
60001,1.13.11.89,1.13.11,1.13.11;1.13.12;1.2.3;1.13.99,1.13.11.72;1.13.11.78;1.13.11.41;1.13.11.81;1.13.11.53;1.13.11.54;4.1.99.20|4.3.3;1.14.11.49;1.15.1.1,,1.13.11;1.2.3;3.11.1;1.1.3;1.14.99,1.13.11,1.13.11
60033,3.6.1.69,3.6.5,3.1.1;3.1.4;3.5.2;3.2.1,6.3.4.16|6.3.5.5;6.4.1.8;6.3.4.6;6.3.1.10,3.6.1;3.6.5,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,3.6.5,3.6.5
60037,3.5.1.133,3.5.1,3.5.1;3.4.19;3.5.3;3.5.2,6.3.2.38;2.3.1.68;6.3.2.34;6.3.2.32;6.3.2.39;6.3.1.17;6.3.2.41|6.3.2.42;6.3.5.9;6.3.2.12|6.3.2.17;6.3.5.11;6.3.5.10;6.3.2.9,3.5.1,3.5.2;4.3.2;3.5.1;3.4.17;6.3.2,3.5.1,3.5.1
60041,3.5.1.133,3.5.1,3.5.1;3.4.13;3.5.2;3.4.19,2.3.1.68;6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.31;6.3.5.9;6.3.5.11;6.3.2.9,3.5.1,4.3.2;3.5.2;3.5.1;3.4.17;4.3.1,3.5.1,3.5.1
60049,1.14.13.246,1.14.13,1.6.1;7.1.1;1.3.7;1.16.3,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.1.1.170|1.1.1.418;1.6.5.4;1.1.1.213|1.1.1.357|1.1.1.50;1.11.1.1|1.14.12.17,1.7.1,1.14.13;1.2.1;1.6.3;1.17.1;1.14.19,1.14.13,1.14.13
60069,1.14.13.246,1.14.13,2.1.1;2.3.1;1.97.1;2.7.8,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.5.4;1.11.1.1|1.14.12.17,1.14.13;1.7.1;1.3.1,1.14.13;1.2.1;1.6.3;1.14.19;1.17.1,1.14.13,1.14.13
60085,1.1.1.417,1.1.1,2.3.1;7.2.4;1.3.1;4.1.3,1.1.1.170|1.1.1.418;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.145;1.1.1.337|1.1.1.375;1.1.1.345;1.1.1.270;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;1.17.1;1.3.1;1.4.1;1.2.1,1.1.1,1.1.1
60089,1.1.1.417,1.1.1,2.3.1;7.2.4;1.3.1;4.1.3,1.1.1.170;1.1.1.170|1.1.1.418;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.1.1.201;1.1.1.146;1.1.1.272;1.1.1.375;1.1.1.412;1.14.13.225;1.6.3.2;1.1.1.413;1.2.1.70,1.1.1,1.1.1;1.17.1;1.3.1;1.4.1;1.2.1,1.1.1,1.1.1
60093,1.1.1.417,1.1.1,2.3.1;3.7.1;4.1.3;7.2.4,1.1.1.170;1.1.1.170|1.1.1.418;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.44,1.1.1,1.1.1;1.17.1;1.4.1;4.1.1;1.2.1,1.1.1,1.1.1
60097,1.1.1.417,1.1.1,4.1.3;3.7.1;2.3.1;1.1.99,1.1.1.170;1.1.1.170|1.1.1.418;1.3.1.22;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.146;1.14.13.225;1.6.3.2;1.1.1.272;1.1.1.375;1.2.1.84;1.2.1.50;1.3.1.93;1.3.1.8;1.3.1.38;1.2.1.70,1.1.1,1.1.1;1.17.1;1.4.1;4.1.1;1.2.1,1.1.1,1.1.1
60101,2.4.1.115,2.4.1,2.7.8;2.3.1;2.7.7;2.1.1,2.4.1.294;2.4.1.357;2.4.1.-|2.4.1.286;2.4.1.136;2.4.1.309;2.4.1.293;2.4.1.96;2.4.1.121;2.4.1.120|2.4.1.126;2.4.1.123;2.4.1.177;2.4.1.272;2.4.1.263;2.4.1.303;2.4.1.343;2.4.1.305;2.4.1.304;2.4.1.271;2.4.1.310;2.4.1.253;2.4.1.287;2.4.1.264;2.4.1.116;2.4.1.-|2.4.1.291;2.4.1.288;2.4.1.227,2.4.1,2.4.1;2.4.2;2.7.8;2.7.4;2.7.1,2.4.1,2.4.1
60105,1.3.8.15,2.3.1,1.5.8;1.17.8;2.1.4;2.7.14,1.14.19.56;1.14.14.15;1.3.8.2|1.3.8.o;1.14.14.11;1.14.14.8;1.14.14.20;1.14.14.9;1.5.1.37|1.5.1.45;1.5.1.30|1.5.1.45;1.14.14.27;1.14.14.3;1.14.19.49;1.14.14.5;1.17.8.1;1.14.14.13;1.14.14.28;1.1.98.3;1.14.14.30;1.14.19.58;1.14.19.59;1.14.14.7|1.14.19.9;1.14.19.60;1.14.99.46,1.14.19;1.14.14,1.3.8;1.14.14;1.5.8;4.3.1;1.19.6,1.14.14,1.14.14
60109,4.2.1.175,4.2.1,4.2.1;3.7.1;1.2.3;4.1.99,2.3.1.156|2.3.1.74;2.3.1.95,4.2.1,4.2.1;2.8.3;4.1.2;2.3.1;1.3.1,4.2.1,4.2.1
60113,4.2.1.175,4.2.1,4.2.1;1.2.3;1.13.12;1.3.3,5.1.99.4;2.8.3.8;4.2.1.17,4.2.1,4.2.1;2.8.3;1.3.3;4.1.2;3.2.1,4.2.1,4.2.1
60117,1.14.11.71,1.14.11,1.14.11;1.13.12;1.2.3;1.13.11,1.13|1.13.12.19;1.14.11.18;1.14.11.49;1.14.11.46;1.14.11.6;1.14.11.17;1.14.11.26;1.14.11.21;1.14.11.52;1.14.11.45;1.14.11.1;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.28;1.14.11.32;1.14.11.-|1.14.11.55;1.14.11.31;1.14.11.36;1.14.11.39;1.14.11.40;1.14.11.41;1.14.11.20;1.14.11.8;1.14.11.44;1.14.11.43;1.14.11.24;1.14.11.33;1.14.11.27,1.14.11,1.14.11;1.13.11;1.14.20;4.1.1;2.6.1,1.14.11,1.14.11
60121,2.1.1.363,2.1.1,4.4.1;2.1.1;2.5.1;6.3.3,2.1.1.255;2.1.1.262;2.1.1.129;2.1.1.263;2.1.1.71;2.1.1.17;2.1.1.79;2.1.1.344;2.1.1.333;2.1.1.317;2.1.1.69;2.1.1.267;2.1.1.231;2.1.1.15;2.1.1.197,2.1.1,2.1.1;5.5.1;2.5.1;2.3.1;5.4.99,2.1.1,2.1.1
60125,4.2.3.205,4.2.3,4.2.3;3.1.7;2.5.1;5.4.4,4.2.3.117;4.2.3.-|4.2.3.129;4.2.3.105;4.2.3|4.2.3.-|4.2.3.56;4.2.3.37;4.2.3.120;4.2.3.115;4.2.3.62;4.2.3.172;4.2.3.68;4.2.3.191;4.2.3.181;4.2.3.164|4.2.3.ek;4.2.3.87;4.2.3.136;4.2.3.-|4.2.3.131;4.2.3.158;4.2.3.31;4.2.3.110;4.2.3.109;4.2.3.116;4.2.3.21;4.2.3.98;4.2.3.64;4.2.3.90;4.2.3.34;4.2.3.96;4.2.3.7;4.2.3.83;4.2.3.198|4.2.3.66;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.36;4.2.3.17;4.2.3.22;4.2.3.73;4.2.3.28;4.2.3.32;4.2.3.24;4.2.3.52;4.2.3.51;4.2.3.61;4.2.3.9;4.2.3.6,2.5.1;4.2.3,4.2.3;2.5.1;3.1.7;5.5.1;5.3.3,4.2.3,4.2.3
60157,7.5.2.11,7.5.2,1.6.1;7.1.1;1.1.7;3.6.1,6.3.4.13;6.3.3.1,7.3.2;7.2.2,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,3.6.1,3.6.1|6.3.4|7.3.2|7.5.2
60169,2.7.2.18,2.7.2,2.8.3;7.2.4;2.7.2;1.17.9,2.7.2.1|2.7.2.15|2.7.2.2,2.7.2,2.7.4;2.7.1;2.7.2;2.3.1;3.1.1,2.7.2,2.7.2
60189,1.14.11.65,1.14.11,1.13.12;1.2.3;1.14.14;1.14.19,1.14.11.27;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.31;1.14.11.32;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;1.14.20;1.13.12;4.1.1;2.6.1,1.14.11,1.14.11
60201,1.14.11.66,1.14.11,1.14.14;1.14.19;1.13.12;6.3.3,1.14.11.33;1.14.11.27;1.14.11.51;1.14.11.53;1.14.11.31;1.14.11.32;1.14.11.8;1.14.11.1;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;1.14.20;1.5.3;1.13.12;2.1.1,1.14.11,1.14.11
60209,1.14.11.67,1.14.11,1.13.12;1.14.11;4.1.1;1.14.20,1.14.11.33;1.14.11.27;1.14.11.51;1.14.11.53;1.14.11.31;1.14.11.32;1.14.11.8;1.14.11.58;1.14.11.1;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;1.14.20;1.13.12;4.1.1;2.6.1,1.14.11,1.14.11
60225,1.14.11.68,1.14.11,1.14.14;1.14.19;1.13.12;6.3.3,1.14.11.33;1.14.11.27;1.14.11.51;1.14.11.53;1.14.11.31;1.14.11.32;1.14.11.8;1.14.11.1;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;1.14.20;1.5.3;1.13.12;2.1.1,1.14.11,1.14.11
60237,1.14.11.69,1.14.11,1.14.14;1.14.19;1.13.12;6.3.3,1.14.11.33;1.14.11.27;1.14.11.51;1.14.11.53;1.14.11.31;1.14.11.32;1.14.11.8;1.14.11.1;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;1.14.20;1.5.3;1.13.12;2.1.1,1.14.11,1.14.11
60245,1.14.99.66,1.5.99,1.12.99;1.16.2;1.17.98;1.17.99,1.1.2.10|1.1.2.7;1.2.98.1|1.2.99.4;1.1.99.37;1.5.8.2;1.5.3.10;1.14.14.35;1.1.1.1|1.1.1.244,,1.5.99;1.14.99;1.4.99;1.97.1;1.14.19,1.5.99,1.5.99
60261,2.1.1.354,2.1.1,2.7.7;1.5.7;2.4.2;2.5.1,2.1.1.53;2.1.1.162;2.1.1.334;2.1.1.344;2.1.1.17;2.1.1.71;2.1.1.15;2.1.1.103;2.1.1.44;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.156;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60265,2.1.1.364,2.1.1,2.1.1;4.4.1;2.5.1;6.3.3,2.1.1.53;2.1.1.103;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.334;2.1.1.28;2.1.1.344;2.1.1.17;2.1.1.15;2.1.1.71;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.197,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1;1.5.3,2.1.1,2.1.1
60277,2.1.1.355,2.1.1,2.7.7;1.5.7;2.4.2;2.5.1,2.1.1.53;2.1.1.162;2.1.1.334;2.1.1.344;2.1.1.17;2.1.1.71;2.1.1.15;2.1.1.103;2.1.1.44;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.156;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60281,2.1.1.367,2.1.1,2.1.1;4.4.1;2.5.1;6.3.3,2.1.1.53;2.1.1.103;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.334;2.1.1.28;2.1.1.344;2.1.1.17;2.1.1.15;2.1.1.71;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.197,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1;1.5.3,2.1.1,2.1.1
60289,2.1.1.366,2.1.1,2.1.1;4.4.1;2.5.1;2.8.4,2.1.1.103;2.1.1.-|2.1.1.157|2.1.1.161|2.1.1.162;2.1.1.71;2.1.1.344;2.1.1.337;2.1.1.15;2.1.1.17;2.1.1.317;2.1.1.79;2.1.1.49;2.1.1.197;2.1.1.333;2.1.1.6,2.1.1,2.1.1;2.8.4;2.5.1;1.21.98;1.17.98,2.1.1,2.1.1
60293,2.1.1.356,2.1.1,2.7.7;1.5.7;2.4.2;2.5.1,2.1.1.53;2.1.1.162;2.1.1.334;2.1.1.344;2.1.1.17;2.1.1.71;2.1.1.15;2.1.1.103;2.1.1.44;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.156;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60297,2.1.1.369,2.1.1,2.1.1;4.4.1;2.5.1;6.3.3,2.1.1.53;2.1.1.103;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.334;2.1.1.28;2.1.1.344;2.1.1.17;2.1.1.15;2.1.1.71;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.197,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1;1.5.3,2.1.1,2.1.1
60309,2.1.1.357,2.1.1,2.5.1;2.7.7;2.7.8;2.1.1,2.1.1.345;2.1.1.53;2.1.1.156;2.1.1.334;2.1.1.340;2.1.1.344;2.1.1.17;2.1.1.15;2.1.1.71;2.1.1.103;2.1.1.79;2.1.1.317;2.1.1.162;2.1.1.49;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60325,2.1.1.359,2.1.1,2.7.7;1.5.7;2.4.2;2.5.1,2.1.1.53;2.1.1.162;2.1.1.334;2.1.1.344;2.1.1.17;2.1.1.71;2.1.1.15;2.1.1.103;2.1.1.44;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.156;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60329,2.1.1.360,2.1.1,2.7.7;1.5.7;2.4.2;2.5.1,2.1.1.53;2.1.1.162;2.1.1.334;2.1.1.344;2.1.1.17;2.1.1.71;2.1.1.15;2.1.1.103;2.1.1.44;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.156;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.3.98,2.1.1,2.1.1
60345,2.1.1.361,2.1.1,2.1.1;4.4.1;2.5.1;6.3.3,2.1.1.53;2.1.1.103;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.334;2.1.1.28;2.1.1.344;2.1.1.17;2.1.1.15;2.1.1.71;2.1.1.345;2.1.1.79;2.1.1.317;2.1.1.197,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1;1.5.3,2.1.1,2.1.1
60349,2.1.1.362,2.1.1,2.1.1;4.4.1;2.5.1;2.8.4,2.1.1.103;2.1.1.71;2.1.1.344;2.1.1.15;2.1.1.115|2.1.1.140;2.1.1.17;2.1.1.337;2.1.1.317;2.1.1.79;2.1.1.157;2.1.1.49;2.1.1.335;2.1.1.345;2.1.1.197;2.1.1.6,2.1.1,2.1.1;2.5.1;2.8.4;1.5.3;2.3.1,2.1.1,2.1.1
60361,1.3.8.17,1.14.14,2.7.7;2.7.3;1.5.7;2.7.6,1.14.14.3;1.14.14.28;1.14.14.13;1.5.1.-|1.5.1.29|1.5.1.39|1.5.1.41|1.5.1.42;1.14.14.22;1.14.99.46;1.5.1.-|1.5.1.29|1.5.1.38|1.5.1.39;1.14.14.5,1.14.14,1.14.14;1.3.8;2.7.1;1.19.6;2.5.1,1.14.14,1.14.14
